time,Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,RBigToe_x,RSmallToe_x
11.130,0.315,-1.006,0.259,0.043,-0.195,0.015,-0.600,-0.470,-1.332,1.319,0.635,-0.168,0.079,0.309,-0.054,-0.085,-1.338,0.497,-1.379,0.558,0.993,,,,-1.380,0.627,0.706,,,,0.305,-1.181,0.287,-0.651,0.306,-0.538,0.354,0.206,,
11.140,0.308,-1.012,0.270,0.043,-0.206,0.007,-0.599,-0.463,-1.333,1.320,0.638,-0.172,0.074,0.312,-0.054,-0.081,-1.363,0.482,-1.374,0.538,0.909,,,,-1.424,0.619,0.731,,,,0.300,-1.205,0.286,-0.662,0.305,-0.559,0.358,0.213,,
11.150,0.300,-1.018,0.278,0.041,-0.219,-0.001,-0.599,-0.452,-1.334,1.321,0.641,-0.171,0.069,0.311,-0.057,-0.069,-1.401,0.467,-1.374,0.523,0.815,,,,-1.479,0.614,0.757,,,,0.294,-1.231,0.284,-0.675,0.303,-0.582,0.358,0.222,,
11.160,0.292,-1.025,0.283,0.038,-0.232,-0.010,-0.600,-0.439,-1.335,1.322,0.642,-0.164,0.066,0.307,-0.062,-0.048,-1.440,0.453,-1.377,0.514,0.718,,,,-1.539,0.609,0.782,,,,0.287,-1.257,0.281,-0.690,0.300,-0.601,0.357,0.232,,
11.170,0.285,-1.033,0.288,0.035,-0.242,-0.021,-0.602,-0.425,-1.336,1.323,0.641,-0.157,0.065,0.302,-0.067,-0.020,-1.472,0.442,-1.379,0.510,0.622,,,,-1.598,0.604,0.808,,,,0.278,-1.281,0.279,-0.709,0.299,-0.612,0.354,0.241,,
11.180,0.280,-1.042,0.293,0.033,-0.246,-0.034,-0.604,-0.410,-1.336,1.324,0.637,-0.152,0.067,0.300,-0.071,0.012,-1.493,0.436,-1.378,0.512,0.532,,,,-1.650,0.600,0.833,,,,0.269,-1.303,0.279,-0.730,0.300,-0.612,0.352,0.246,,
11.190,0.278,-1.052,0.299,0.032,-0.245,-0.051,-0.603,-0.397,-1.337,1.324,0.632,-0.153,0.072,0.302,-0.073,0.044,-1.503,0.441,-1.376,0.521,0.450,,,,-1.692,0.602,0.859,,,,0.260,-1.325,0.282,-0.754,0.303,-0.603,0.351,0.245,,
11.200,0.277,-1.062,0.306,0.032,-0.240,-0.070,-0.601,-0.386,-1.338,1.325,0.626,-0.161,0.079,0.307,-0.072,0.074,-1.505,0.456,-1.373,0.539,0.376,,,,-1.720,0.613,0.885,,,,0.250,-1.346,0.287,-0.780,0.308,-0.589,0.351,0.240,,
11.210,0.278,-1.073,0.313,0.034,-0.233,-0.088,-0.598,-0.377,-1.339,1.327,0.621,-0.173,0.089,0.315,-0.070,0.103,-1.504,0.482,-1.370,0.565,0.308,,,,-1.733,0.636,0.910,,,,0.240,-1.367,0.292,-0.808,0.313,-0.573,0.350,0.231,,
11.220,0.279,-1.084,0.320,0.034,-0.228,-0.102,-0.594,-0.371,-1.340,1.328,0.617,-0.182,0.100,0.321,-0.069,0.132,-1.502,0.518,-1.370,0.599,0.248,,,,-1.729,0.671,0.936,,,,0.228,-1.387,0.296,-0.839,0.318,-0.561,0.348,0.220,,
11.230,0.280,-1.094,0.325,0.034,-0.226,-0.109,-0.591,-0.366,-1.341,1.330,0.613,-0.185,0.114,0.323,-0.069,0.165,-1.501,0.558,-1.371,0.643,0.195,,,,-1.710,0.719,0.962,,,,0.217,-1.406,0.298,-0.872,0.319,-0.552,0.343,0.208,,
11.240,0.281,-1.105,0.329,0.032,-0.225,-0.111,-0.590,-0.363,-1.342,1.331,0.612,-0.179,0.130,0.319,-0.072,0.203,-1.497,0.602,-1.374,0.695,0.152,,,,-1.674,0.780,0.987,,,,0.207,-1.424,0.297,-0.906,0.319,-0.546,0.335,0.194,,
11.250,0.284,-1.115,0.333,0.029,-0.225,-0.107,-0.592,-0.360,-1.342,1.332,0.612,-0.167,0.149,0.311,-0.075,0.245,-1.486,0.647,-1.377,0.757,0.119,,,,-1.623,0.849,1.013,,,,0.200,-1.440,0.294,-0.941,0.316,-0.538,0.327,0.176,,
11.260,0.288,-1.123,0.338,0.027,-0.221,-0.103,-0.595,-0.357,-1.341,1.333,0.613,-0.156,0.171,0.299,-0.078,0.288,-1.465,0.693,-1.377,0.828,0.099,,,,-1.557,0.925,1.038,,,,0.195,-1.455,0.292,-0.976,0.313,-0.524,0.318,0.151,,
11.270,0.294,-1.131,0.343,0.026,-0.213,-0.101,-0.599,-0.354,-1.340,1.334,0.615,-0.153,0.194,0.289,-0.078,0.328,-1.431,0.741,-1.374,0.906,0.089,,,,-1.478,1.004,1.064,,,,0.194,-1.467,0.291,-1.011,0.311,-0.501,0.310,0.116,,
11.280,0.301,-1.139,0.350,0.027,-0.201,-0.105,-0.604,-0.351,-1.338,1.336,0.619,-0.163,0.216,0.282,-0.076,0.360,-1.385,0.792,-1.367,0.989,0.090,,,,-1.384,1.080,1.090,,,,0.196,-1.478,0.290,-1.045,0.310,-0.467,0.303,0.070,,
11.290,0.311,-1.147,0.358,0.029,-0.185,-0.114,-0.607,-0.348,-1.336,1.338,0.624,-0.184,0.237,0.280,-0.072,0.382,-1.331,0.845,-1.357,1.072,0.100,,,,-1.277,1.151,1.115,,,,0.199,-1.485,0.289,-1.078,0.310,-0.424,0.296,0.013,,
11.300,0.321,-1.155,0.367,0.030,-0.169,-0.127,-0.610,-0.347,-1.335,1.340,0.631,-0.212,0.256,0.285,-0.068,0.395,-1.273,0.900,-1.346,1.150,0.119,,,,-1.157,1.214,1.141,,,,0.201,-1.487,0.286,-1.110,0.308,-0.378,0.287,-0.051,,
11.310,0.331,-1.165,0.375,0.030,-0.154,-0.139,-0.613,-0.349,-1.334,1.342,0.639,-0.235,0.275,0.296,-0.066,0.402,-1.218,0.955,-1.334,1.222,0.149,,,,-1.026,1.271,1.167,,,,0.202,-1.483,0.281,-1.142,0.304,-0.330,0.277,-0.118,,
11.320,0.342,-1.174,0.385,0.029,-0.142,-0.149,-0.615,-0.352,-1.334,1.343,0.649,-0.245,0.295,0.314,-0.065,0.408,-1.169,1.007,-1.323,1.287,0.190,,,,-0.888,1.325,1.192,,,,0.201,-1.472,0.273,-1.174,0.297,-0.285,0.265,-0.184,,
11.330,0.354,-1.184,0.397,0.026,-0.131,-0.154,-0.618,-0.358,-1.333,1.343,0.661,-0.237,0.320,0.337,-0.067,0.417,-1.130,1.056,-1.312,1.345,0.237,,,,-0.748,1.379,1.218,,,,0.199,-1.455,0.264,-1.205,0.288,-0.242,0.253,-0.248,,
11.340,0.366,-1.192,0.411,0.024,-0.119,-0.154,-0.620,-0.365,-1.333,1.342,0.673,-0.213,0.350,0.363,-0.068,0.430,-1.102,1.103,-1.302,1.400,0.287,,,,-0.611,1.436,1.243,,,,0.196,-1.434,0.256,-1.237,0.276,-0.200,0.243,-0.310,,
11.350,0.378,-1.198,0.429,0.022,-0.105,-0.152,-0.622,-0.372,-1.331,1.340,0.687,-0.179,0.385,0.388,-0.068,0.448,-1.082,1.147,-1.291,1.452,0.330,,,,-0.478,1.496,1.269,,,,0.194,-1.411,0.249,-1.268,0.265,-0.157,0.235,-0.370,,
11.360,0.390,-1.201,0.449,0.023,-0.089,-0.149,-0.621,-0.379,-1.329,1.338,0.701,-0.146,0.420,0.407,-0.065,0.467,-1.066,1.189,-1.280,1.502,0.357,,,,-0.353,1.554,1.294,,,,0.193,-1.390,0.245,-1.298,0.256,-0.111,0.230,-0.431,,
11.370,0.401,-1.202,0.470,0.024,-0.070,-0.147,-0.619,-0.385,-1.326,1.335,0.715,-0.122,0.453,0.414,-0.062,0.483,-1.048,1.227,-1.267,1.547,0.363,,,,-0.233,1.605,1.320,,,,0.192,-1.371,0.243,-1.327,0.249,-0.063,0.229,-0.494,,
11.380,0.409,-1.200,0.490,0.026,-0.051,-0.146,-0.612,-0.392,-1.323,1.333,0.730,-0.113,0.477,0.406,-0.058,0.493,-1.021,1.258,-1.253,1.582,0.347,,,,-0.117,1.640,1.346,,,,0.192,-1.352,0.241,-1.353,0.243,-0.014,0.228,-0.559,,
11.390,0.413,-1.196,0.508,0.027,-0.035,-0.148,-0.603,-0.399,-1.320,1.332,0.745,-0.118,0.491,0.381,-0.055,0.492,-0.981,1.279,-1.238,1.604,0.313,,,,-0.002,1.653,1.372,,,,0.191,-1.333,0.237,-1.377,0.237,0.034,0.227,-0.622,,
11.400,0.414,-1.190,0.522,0.027,-0.022,-0.150,-0.590,-0.409,-1.317,1.331,0.761,-0.131,0.495,0.344,-0.055,0.480,-0.927,1.287,-1.222,1.611,0.267,,,,0.110,1.642,1.397,,,,0.189,-1.310,0.230,-1.396,0.231,0.078,0.223,-0.683,,
11.410,0.412,-1.183,0.532,0.024,-0.012,-0.152,-0.576,-0.420,-1.314,1.330,0.777,-0.148,0.494,0.300,-0.058,0.456,-0.863,1.281,-1.206,1.605,0.219,,,,0.216,1.612,1.423,,,,0.186,-1.282,0.220,-1.411,0.223,0.119,0.216,-0.738,,
11.420,0.408,-1.176,0.540,0.021,-0.004,-0.153,-0.561,-0.432,-1.313,1.329,0.793,-0.165,0.491,0.258,-0.061,0.422,-0.795,1.264,-1.189,1.591,0.171,,,,0.309,1.568,1.448,,,,0.183,-1.250,0.208,-1.421,0.214,0.158,0.207,-0.787,,
11.430,0.403,-1.169,0.546,0.019,0.004,-0.153,-0.546,-0.443,-1.311,1.326,0.808,-0.184,0.490,0.224,-0.064,0.379,-0.732,1.241,-1.171,1.577,0.122,,,,0.384,1.522,1.474,,,,0.179,-1.214,0.196,-1.424,0.206,0.196,0.198,-0.828,,
11.440,0.396,-1.161,0.552,0.018,0.012,-0.153,-0.532,-0.451,-1.311,1.323,0.822,-0.208,0.493,0.200,-0.064,0.330,-0.680,1.215,-1.154,1.567,0.068,,,,0.434,1.479,1.499,,,,0.174,-1.177,0.185,-1.423,0.197,0.235,0.191,-0.863,,
11.450,0.388,-1.153,0.559,0.019,0.022,-0.153,-0.518,-0.455,-1.310,1.320,0.834,-0.240,0.498,0.183,-0.062,0.278,-0.644,1.192,-1.138,1.566,0.000,,,,0.456,1.443,1.525,,,,0.169,-1.142,0.177,-1.415,0.191,0.276,0.187,-0.893,,
11.460,0.377,-1.145,0.567,0.020,0.032,-0.153,-0.505,-0.455,-1.310,1.318,0.843,-0.283,0.502,0.170,-0.059,0.226,-0.624,1.173,-1.124,1.571,-0.083,,,,0.452,1.414,1.551,,,,0.161,-1.110,0.170,-1.404,0.185,0.317,0.185,-0.918,,
11.470,0.362,-1.137,0.575,0.022,0.040,-0.152,-0.492,-0.451,-1.309,1.316,0.850,-0.331,0.501,0.153,-0.057,0.179,-0.617,1.156,-1.113,1.578,-0.181,,,,0.426,1.387,1.576,,,,0.152,-1.082,0.163,-1.387,0.180,0.357,0.186,-0.939,,
11.480,0.342,-1.131,0.583,0.022,0.044,-0.151,-0.481,-0.446,-1.309,1.314,0.856,-0.379,0.493,0.129,-0.058,0.140,-0.617,1.138,-1.106,1.580,-0.284,,,,0.385,1.355,1.602,,,,0.141,-1.055,0.155,-1.366,0.174,0.392,0.189,-0.956,,
11.490,0.319,-1.124,0.590,0.020,0.043,-0.151,-0.470,-0.443,-1.308,1.313,0.861,-0.416,0.477,0.096,-0.061,0.111,-0.620,1.115,-1.102,1.569,-0.381,,,,0.331,1.316,1.628,,,,0.129,-1.026,0.145,-1.341,0.169,0.422,0.191,-0.968,,
11.500,0.294,-1.119,0.596,0.017,0.038,-0.151,-0.461,-0.444,-1.308,1.311,0.867,-0.437,0.455,0.057,-0.065,0.093,-0.625,1.085,-1.102,1.545,-0.458,,,,0.267,1.269,1.653,,,,0.117,-0.996,0.135,-1.310,0.163,0.444,0.192,-0.978,,
11.510,0.267,-1.113,0.599,0.015,0.031,-0.152,-0.454,-0.449,-1.308,1.310,0.873,-0.439,0.431,0.018,-0.069,0.084,-0.632,1.049,-1.106,1.506,-0.511,,,,0.191,1.215,1.679,,,,0.107,-0.963,0.124,-1.274,0.157,0.461,0.191,-0.986,,
11.520,0.240,-1.107,0.601,0.014,0.024,-0.156,-0.449,-0.458,-1.309,1.308,0.881,-0.428,0.410,-0.016,-0.072,0.082,-0.646,1.008,-1.116,1.458,-0.538,,,,0.100,1.159,1.704,,,,0.098,-0.930,0.115,-1.234,0.153,0.475,0.188,-0.995,,
11.530,0.214,-1.101,0.600,0.014,0.019,-0.162,-0.446,-0.468,-1.309,1.307,0.888,-0.411,0.392,-0.042,-0.072,0.083,-0.671,0.967,-1.130,1.406,-0.546,,,,-0.008,1.104,1.730,,,,0.090,-0.896,0.109,-1.191,0.150,0.488,0.184,-1.004,,
11.540,0.188,-1.093,0.596,0.016,0.016,-0.168,-0.445,-0.475,-1.310,1.305,0.894,-0.399,0.379,-0.061,-0.071,0.083,-0.706,0.928,-1.149,1.351,-0.546,,,,-0.130,1.052,1.756,,,,0.083,-0.866,0.105,-1.147,0.148,0.503,0.178,-1.015,,
11.550,0.162,-1.083,0.588,0.019,0.015,-0.171,-0.447,-0.479,-1.311,1.304,0.899,-0.397,0.369,-0.076,-0.069,0.079,-0.751,0.890,-1.171,1.296,-0.546,,,,-0.259,1.003,1.781,,,,0.073,-0.838,0.102,-1.102,0.146,0.519,0.169,-1.026,,
11.560,0.137,-1.072,0.578,0.020,0.014,-0.170,-0.450,-0.479,-1.312,1.304,0.901,-0.408,0.358,-0.093,-0.070,0.072,-0.799,0.853,-1.196,1.240,-0.549,,,,-0.385,0.953,1.807,,,,0.060,-0.812,0.100,-1.058,0.143,0.537,0.158,-1.036,,
11.570,0.112,-1.060,0.567,0.019,0.014,-0.163,-0.455,-0.476,-1.312,1.303,0.900,-0.428,0.345,-0.117,-0.073,0.060,-0.843,0.815,-1.221,1.179,-0.554,,,,-0.494,0.901,1.833,,,,0.044,-0.786,0.097,-1.016,0.137,0.555,0.145,-1.042,,
11.580,0.087,-1.046,0.557,0.017,0.015,-0.150,-0.461,-0.472,-1.312,1.302,0.896,-0.454,0.328,-0.147,-0.078,0.045,-0.877,0.774,-1.243,1.115,-0.554,,,,-0.578,0.847,1.858,,,,0.025,-0.758,0.093,-0.975,0.130,0.574,0.130,-1.044,,
11.590,0.064,-1.030,0.548,0.015,0.017,-0.133,-0.467,-0.468,-1.312,1.300,0.890,-0.478,0.309,-0.185,-0.084,0.029,-0.898,0.731,-1.261,1.048,-0.544,,,,-0.631,0.794,1.884,,,,0.005,-0.729,0.087,-0.936,0.121,0.591,0.114,-1.045,,
11.600,0.044,-1.012,0.542,0.014,0.022,-0.114,-0.475,-0.464,-1.312,1.299,0.883,-0.498,0.289,-0.226,-0.089,0.013,-0.908,0.688,-1.274,0.984,-0.519,,,,-0.653,0.748,1.909,,,,-0.015,-0.696,0.081,-0.896,0.111,0.608,0.098,-1.047,,
11.610,0.024,-0.991,0.539,0.014,0.028,-0.096,-0.484,-0.461,-1.312,1.297,0.875,-0.513,0.269,-0.268,-0.092,-0.000,-0.910,0.650,-1.283,0.931,-0.481,,,,-0.650,0.716,1.935,,,,-0.033,-0.664,0.075,-0.857,0.101,0.626,0.083,-1.053,,
11.620,0.005,-0.968,0.537,0.017,0.035,-0.080,-0.495,-0.456,-1.311,1.297,0.868,-0.525,0.251,-0.307,-0.093,-0.010,-0.910,0.622,-1.290,0.893,-0.434,,,,-0.631,0.701,1.961,,,,-0.050,-0.633,0.067,-0.817,0.090,0.644,0.068,-1.066,,
11.630,-0.015,-0.942,0.534,0.019,0.042,-0.067,-0.509,-0.449,-1.311,1.297,0.862,-0.536,0.235,-0.343,-0.093,-0.013,-0.914,0.605,-1.295,0.873,-0.384,,,,-0.604,0.705,1.986,,,,-0.067,-0.606,0.057,-0.779,0.077,0.664,0.052,-1.084,,
11.640,-0.036,-0.912,0.530,0.021,0.044,-0.054,-0.527,-0.437,-1.311,1.298,0.856,-0.545,0.222,-0.373,-0.094,-0.008,-0.923,0.599,-1.299,0.868,-0.337,,,,-0.576,0.723,2.012,,,,-0.085,-0.583,0.044,-0.742,0.061,0.686,0.035,-1.106,,
11.650,-0.058,-0.879,0.524,0.021,0.042,-0.042,-0.548,-0.423,-1.311,1.301,0.851,-0.553,0.209,-0.398,-0.096,0.004,-0.935,0.600,-1.300,0.875,-0.294,,,,-0.549,0.750,2.037,,,,-0.104,-0.563,0.026,-0.707,0.041,0.710,0.016,-1.129,,
11.660,-0.079,-0.842,0.516,0.019,0.034,-0.030,-0.571,-0.408,-1.311,1.303,0.844,-0.557,0.197,-0.418,-0.099,0.023,-0.946,0.601,-1.298,0.885,-0.254,,,,-0.521,0.776,2.063,,,,-0.125,-0.543,0.005,-0.676,0.018,0.736,-0.004,-1.150,,
11.670,-0.100,-0.803,0.505,0.016,0.023,-0.019,-0.594,-0.394,-1.311,1.306,0.835,-0.556,0.184,-0.431,-0.103,0.046,-0.950,0.601,-1.291,0.893,-0.214,,,,-0.485,0.795,2.089,,,,-0.148,-0.523,-0.018,-0.648,-0.008,0.764,-0.026,-1.167,,
11.680,-0.117,-0.761,0.492,0.013,0.010,-0.009,-0.614,-0.384,-1.311,1.308,0.824,-0.550,0.170,-0.437,-0.106,0.067,-0.945,0.596,-1.278,0.897,-0.172,,,,-0.437,0.805,2.115,,,,-0.171,-0.501,-0.044,-0.622,-0.035,0.793,-0.050,-1.180,,
11.690,-0.133,-0.717,0.477,0.013,-0.003,-0.004,-0.629,-0.378,-1.311,1.309,0.811,-0.541,0.152,-0.437,-0.107,0.082,-0.930,0.590,-1.260,0.901,-0.125,,,,-0.374,0.807,2.140,,,,-0.194,-0.476,-0.071,-0.600,-0.062,0.823,-0.075,-1.192,,
11.700,-0.146,-0.672,0.460,0.015,-0.013,-0.005,-0.636,-0.375,-1.311,1.310,0.796,-0.530,0.131,-0.429,-0.105,0.089,-0.907,0.587,-1.240,0.908,-0.077,,,,-0.295,0.806,2.166,,,,-0.219,-0.450,-0.098,-0.580,-0.089,0.851,-0.101,-1.203,,
11.710,-0.159,-0.626,0.439,0.019,-0.021,-0.009,-0.637,-0.373,-1.311,1.310,0.779,-0.519,0.108,-0.417,-0.101,0.086,-0.881,0.593,-1.220,0.925,-0.029,,,,-0.205,0.809,2.191,,,,-0.246,-0.424,-0.126,-0.563,-0.117,0.877,-0.129,-1.217,,
11.720,-0.174,-0.579,0.414,0.022,-0.029,-0.016,-0.633,-0.372,-1.312,1.311,0.763,-0.506,0.086,-0.399,-0.096,0.077,-0.855,0.612,-1.204,0.954,0.015,,,,-0.111,0.822,2.217,,,,-0.275,-0.398,-0.157,-0.550,-0.146,0.898,-0.158,-1.231,,
11.730,-0.190,-0.531,0.386,0.024,-0.037,-0.022,-0.624,-0.369,-1.312,1.312,0.748,-0.490,0.067,-0.377,-0.093,0.066,-0.834,0.644,-1.193,0.996,0.053,,,,-0.023,0.846,2.242,,,,-0.306,-0.375,-0.191,-0.539,-0.178,0.913,-0.190,-1.244,,
11.740,-0.209,-0.483,0.355,0.024,-0.047,-0.024,-0.613,-0.365,-1.313,1.313,0.733,-0.470,0.056,-0.351,-0.090,0.058,-0.820,0.684,-1.185,1.045,0.088,,,,0.050,0.881,2.268,,,,-0.339,-0.353,-0.228,-0.532,-0.213,0.922,-0.222,-1.253,,
11.750,-0.228,-0.433,0.324,0.022,-0.059,-0.022,-0.601,-0.361,-1.313,1.313,0.718,-0.445,0.055,-0.321,-0.089,0.058,-0.811,0.725,-1.181,1.095,0.121,,,,0.103,0.920,2.294,,,,-0.372,-0.331,-0.268,-0.526,-0.250,0.926,-0.254,-1.257,,
11.760,-0.248,-0.384,0.294,0.020,-0.072,-0.016,-0.590,-0.357,-1.313,1.312,0.703,-0.418,0.063,-0.288,-0.087,0.065,-0.806,0.763,-1.177,1.139,0.157,,,,0.134,0.959,2.319,,,,-0.402,-0.309,-0.310,-0.522,-0.289,0.927,-0.285,-1.254,,
11.770,-0.267,-0.335,0.265,0.020,-0.085,-0.009,-0.579,-0.355,-1.312,1.310,0.687,-0.395,0.079,-0.256,-0.084,0.078,-0.802,0.792,-1.172,1.174,0.198,,,,0.146,0.991,2.345,,,,-0.428,-0.285,-0.351,-0.517,-0.326,0.926,-0.314,-1.247,,
11.780,-0.284,-0.288,0.238,0.022,-0.098,-0.004,-0.568,-0.353,-1.311,1.307,0.670,-0.381,0.095,-0.227,-0.079,0.091,-0.798,0.811,-1.165,1.199,0.244,,,,0.143,1.015,2.371,,,,-0.451,-0.261,-0.391,-0.512,-0.361,0.926,-0.341,-1.236,,
11.790,-0.302,-0.244,0.211,0.027,-0.109,-0.004,-0.557,-0.353,-1.311,1.304,0.654,-0.380,0.109,-0.203,-0.074,0.100,-0.791,0.824,-1.158,1.218,0.297,,,,0.133,1.031,2.396,,,,-0.470,-0.236,-0.429,-0.505,-0.392,0.927,-0.368,-1.225,,
11.800,-0.320,-0.204,0.183,0.033,-0.121,-0.009,-0.547,-0.352,-1.310,1.300,0.639,-0.391,0.116,-0.185,-0.069,0.102,-0.782,0.837,-1.150,1.237,0.354,,,,0.123,1.045,2.422,,,,-0.488,-0.211,-0.466,-0.498,-0.420,0.928,-0.395,-1.216,,
11.810,-0.340,-0.169,0.151,0.037,-0.134,-0.019,-0.538,-0.350,-1.309,1.296,0.627,-0.408,0.116,-0.168,-0.067,0.098,-0.771,0.853,-1.143,1.258,0.416,,,,0.115,1.062,2.447,,,,-0.507,-0.186,-0.503,-0.490,-0.447,0.928,-0.423,-1.207,,
11.820,-0.360,-0.138,0.118,0.038,-0.150,-0.030,-0.532,-0.347,-1.309,1.294,0.621,-0.422,0.114,-0.147,-0.067,0.090,-0.759,0.878,-1.138,1.284,0.482,,,,0.110,1.089,2.473,,,,-0.527,-0.162,-0.538,-0.482,-0.473,0.924,-0.452,-1.199,,
11.830,-0.379,-0.113,0.084,0.037,-0.170,-0.039,-0.530,-0.344,-1.309,1.292,0.620,-0.423,0.115,-0.112,-0.069,0.087,-0.749,0.912,-1.134,1.314,0.552,,,,0.104,1.128,2.499,,,,-0.548,-0.139,-0.573,-0.476,-0.500,0.917,-0.481,-1.189,,
11.840,-0.395,-0.092,0.051,0.035,-0.193,-0.042,-0.533,-0.341,-1.309,1.290,0.623,-0.405,0.127,-0.060,-0.071,0.093,-0.742,0.951,-1.129,1.343,0.626,,,,0.093,1.177,2.524,,,,-0.570,-0.117,-0.606,-0.470,-0.526,0.906,-0.508,-1.178,,
11.850,-0.408,-0.076,0.022,0.035,-0.216,-0.038,-0.539,-0.339,-1.309,1.289,0.629,-0.370,0.151,0.010,-0.072,0.115,-0.738,0.991,-1.123,1.367,0.704,,,,0.074,1.233,2.550,,,,-0.590,-0.097,-0.634,-0.465,-0.551,0.892,-0.532,-1.166,,
11.860,-0.416,-0.062,-0.003,0.039,-0.237,-0.027,-0.548,-0.337,-1.309,1.288,0.635,-0.324,0.185,0.091,-0.071,0.153,-0.739,1.028,-1.114,1.381,0.783,,,,0.045,1.287,2.576,,,,-0.609,-0.080,-0.658,-0.461,-0.574,0.874,-0.552,-1.155,,
11.870,-0.422,-0.052,-0.025,0.046,-0.255,-0.011,-0.560,-0.335,-1.310,1.288,0.640,-0.274,0.225,0.175,-0.069,0.204,-0.741,1.057,-1.105,1.384,0.863,,,,0.010,1.335,2.601,,,,-0.626,-0.067,-0.677,-0.457,-0.593,0.855,-0.569,-1.146,,
11.880,-0.427,-0.044,-0.044,0.056,-0.270,0.007,-0.572,-0.332,-1.310,1.289,0.642,-0.230,0.263,0.251,-0.066,0.263,-0.744,1.077,-1.096,1.376,0.943,,,,-0.028,1.370,2.627,,,,-0.642,-0.058,-0.692,-0.453,-0.608,0.834,-0.584,-1.142,,
11.890,-0.433,-0.038,-0.065,0.064,-0.283,0.026,-0.584,-0.329,-1.311,1.292,0.642,-0.196,0.291,0.309,-0.065,0.322,-0.745,1.089,-1.088,1.358,1.022,,,,-0.062,1.393,2.652,,,,-0.657,-0.052,-0.705,-0.449,-0.621,0.812,-0.599,-1.142,,
11.900,-0.442,-0.036,-0.090,0.069,-0.295,0.044,-0.597,-0.325,-1.312,1.296,0.642,-0.171,0.307,0.349,-0.066,0.377,-0.744,1.093,-1.082,1.333,1.102,,,,-0.086,1.405,2.678,,,,-0.672,-0.050,-0.717,-0.445,-0.633,0.790,-0.615,-1.143,,
11.910,-0.452,-0.036,-0.118,0.068,-0.306,0.062,-0.612,-0.321,-1.314,1.301,0.643,-0.153,0.312,0.377,-0.071,0.424,-0.740,1.093,-1.078,1.306,1.181,,,,-0.101,1.411,2.703,,,,-0.687,-0.051,-0.730,-0.442,-0.644,0.767,-0.632,-1.143,,
11.920,-0.463,-0.038,-0.149,0.064,-0.318,0.081,-0.629,-0.317,-1.315,1.306,0.645,-0.137,0.313,0.400,-0.077,0.464,-0.733,1.090,-1.076,1.280,1.259,,,,-0.106,1.417,2.729,,,,-0.701,-0.052,-0.742,-0.440,-0.655,0.746,-0.651,-1.138,,
11.930,-0.472,-0.043,-0.182,0.058,-0.329,0.102,-0.648,-0.313,-1.317,1.312,0.647,-0.122,0.315,0.429,-0.083,0.498,-0.726,1.088,-1.074,1.261,1.334,,,,-0.108,1.427,2.755,,,,-0.713,-0.054,-0.752,-0.440,-0.666,0.727,-0.668,-1.128,,
11.940,-0.480,-0.048,-0.215,0.056,-0.340,0.128,-0.668,-0.309,-1.319,1.316,0.648,-0.109,0.324,0.467,-0.086,0.531,-0.719,1.091,-1.069,1.252,1.402,,,,-0.108,1.443,2.781,,,,-0.724,-0.057,-0.760,-0.441,-0.676,0.711,-0.684,-1.114,,
11.950,-0.485,-0.053,-0.246,0.061,-0.349,0.158,-0.690,-0.302,-1.321,1.320,0.643,-0.104,0.338,0.512,-0.087,0.563,-0.714,1.101,-1.063,1.257,1.461,,,,-0.110,1.468,2.806,,,,-0.732,-0.062,-0.765,-0.444,-0.684,0.699,-0.696,-1.098,,
11.960,-0.488,-0.058,-0.275,0.074,-0.357,0.191,-0.710,-0.291,-1.323,1.324,0.632,-0.113,0.355,0.554,-0.086,0.597,-0.709,1.120,-1.055,1.277,1.510,,,,-0.112,1.497,2.832,,,,-0.740,-0.069,-0.768,-0.448,-0.691,0.689,-0.704,-1.085,,
11.970,-0.492,-0.061,-0.302,0.092,-0.365,0.227,-0.728,-0.277,-1.325,1.328,0.615,-0.136,0.369,0.582,-0.084,0.631,-0.704,1.148,-1.046,1.312,1.552,,,,-0.111,1.530,2.857,,,,-0.747,-0.080,-0.770,-0.453,-0.697,0.680,-0.709,-1.076,,
11.980,-0.497,-0.063,-0.327,0.110,-0.375,0.263,-0.743,-0.260,-1.327,1.332,0.590,-0.170,0.373,0.587,-0.083,0.663,-0.696,1.184,-1.038,1.357,1.587,,,,-0.101,1.563,2.883,,,,-0.756,-0.093,-0.772,-0.456,-0.703,0.671,-0.713,-1.073,,
11.990,-0.504,-0.064,-0.352,0.122,-0.389,0.296,-0.755,-0.244,-1.329,1.336,0.562,-0.207,0.366,0.565,-0.084,0.690,-0.686,1.224,-1.032,1.406,1.620,,,,-0.081,1.592,2.908,,,,-0.765,-0.108,-0.776,-0.459,-0.710,0.661,-0.717,-1.075,,
