time,Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,RBigToe_x,RSmallToe_x
54.960,-0.803,-1.014,-0.655,0.035,-0.689,-0.017,-1.432,-0.648,-1.284,1.202,-0.562,-0.151,-0.285,0.898,-0.108,-0.853,-1.234,0.566,-1.157,0.398,-1.010,,,,-1.603,0.297,-0.679,,,,-0.805,-0.610,-0.849,-0.678,-0.662,0.394,-0.771,-0.649,,
54.970,-0.799,-1.011,-0.657,0.035,-0.691,-0.014,-1.432,-0.655,-1.284,1.203,-0.564,-0.157,-0.285,0.925,-0.105,-0.876,-1.233,0.546,-1.147,0.389,-0.981,,,,-1.593,0.269,-0.663,,,,-0.808,-0.599,-0.851,-0.671,-0.662,0.397,-0.773,-0.636,,
54.980,-0.796,-1.006,-0.659,0.037,-0.693,-0.009,-1.431,-0.663,-1.285,1.203,-0.567,-0.165,-0.286,0.948,-0.102,-0.904,-1.224,0.526,-1.132,0.382,-0.937,,,,-1.572,0.234,-0.643,,,,-0.812,-0.589,-0.855,-0.663,-0.662,0.400,-0.777,-0.625,,
54.990,-0.791,-1.000,-0.661,0.038,-0.695,-0.005,-1.430,-0.670,-1.287,1.204,-0.569,-0.171,-0.287,0.962,-0.099,-0.935,-1.201,0.508,-1.114,0.378,-0.897,,,,-1.542,0.195,-0.631,,,,-0.814,-0.581,-0.859,-0.653,-0.663,0.403,-0.779,-0.613,,
55.000,-0.786,-0.994,-0.661,0.037,-0.695,-0.005,-1.430,-0.678,-1.288,1.204,-0.569,-0.171,-0.287,0.967,-0.096,-0.963,-1.165,0.493,-1.094,0.378,-0.878,,,,-1.506,0.155,-0.631,,,,-0.814,-0.574,-0.861,-0.642,-0.664,0.402,-0.779,-0.599,,
55.010,-0.779,-0.988,-0.659,0.034,-0.693,-0.009,-1.431,-0.688,-1.289,1.205,-0.567,-0.167,-0.286,0.966,-0.093,-0.984,-1.119,0.482,-1.071,0.380,-0.892,,,,-1.470,0.115,-0.643,,,,-0.811,-0.570,-0.862,-0.631,-0.663,0.400,-0.777,-0.585,,
55.020,-0.772,-0.982,-0.655,0.030,-0.691,-0.016,-1.431,-0.701,-1.290,1.205,-0.565,-0.162,-0.284,0.966,-0.091,-0.995,-1.070,0.471,-1.046,0.381,-0.941,,,,-1.439,0.075,-0.660,,,,-0.807,-0.567,-0.861,-0.620,-0.661,0.396,-0.773,-0.571,,
55.030,-0.768,-0.975,-0.653,0.027,-0.689,-0.023,-1.432,-0.720,-1.291,1.206,-0.563,-0.158,-0.282,0.973,-0.089,-0.998,-1.023,0.458,-1.019,0.377,-1.014,,,,-1.416,0.035,-0.672,,,,-0.804,-0.565,-0.861,-0.611,-0.659,0.393,-0.770,-0.560,,
55.040,-0.768,-0.966,-0.652,0.026,-0.688,-0.028,-1.431,-0.742,-1.293,1.207,-0.562,-0.158,-0.281,0.992,-0.088,-0.994,-0.983,0.438,-0.992,0.363,-1.091,,,,-1.403,-0.009,-0.674,,,,-0.803,-0.563,-0.862,-0.605,-0.659,0.392,-0.769,-0.554,,
55.050,-0.772,-0.956,-0.654,0.026,-0.690,-0.028,-1.431,-0.768,-1.294,1.208,-0.564,-0.163,-0.282,1.023,-0.089,-0.990,-0.954,0.411,-0.968,0.336,-1.151,,,,-1.402,-0.054,-0.668,,,,-0.806,-0.561,-0.865,-0.601,-0.660,0.394,-0.771,-0.553,,
55.060,-0.778,-0.946,-0.656,0.028,-0.692,-0.023,-1.430,-0.794,-1.295,1.210,-0.567,-0.170,-0.284,1.064,-0.089,-0.990,-0.935,0.378,-0.947,0.297,-1.178,,,,-1.409,-0.099,-0.657,,,,-0.809,-0.559,-0.868,-0.600,-0.662,0.397,-0.775,-0.556,,
55.070,-0.784,-0.935,-0.659,0.030,-0.695,-0.015,-1.429,-0.818,-1.296,1.212,-0.569,-0.175,-0.286,1.109,-0.090,-0.998,-0.923,0.344,-0.931,0.252,-1.166,,,,-1.421,-0.135,-0.650,,,,-0.813,-0.559,-0.871,-0.598,-0.664,0.399,-0.778,-0.561,,
55.080,-0.787,-0.925,-0.659,0.031,-0.696,-0.005,-1.429,-0.840,-1.297,1.214,-0.570,-0.176,-0.287,1.152,-0.091,-1.014,-0.912,0.314,-0.920,0.211,-1.121,,,,-1.432,-0.157,-0.653,,,,-0.814,-0.560,-0.871,-0.597,-0.665,0.400,-0.779,-0.566,,
55.090,-0.785,-0.916,-0.658,0.030,-0.694,0.002,-1.429,-0.859,-1.297,1.215,-0.569,-0.173,-0.286,1.185,-0.092,-1.038,-0.899,0.294,-0.911,0.183,-1.058,,,,-1.435,-0.158,-0.665,,,,-0.812,-0.564,-0.867,-0.594,-0.664,0.398,-0.777,-0.570,,
55.100,-0.780,-0.907,-0.655,0.027,-0.692,0.006,-1.429,-0.875,-1.298,1.216,-0.567,-0.168,-0.284,1.202,-0.093,-1.064,-0.880,0.287,-0.900,0.178,-0.992,,,,-1.425,-0.136,-0.681,,,,-0.808,-0.569,-0.861,-0.592,-0.662,0.394,-0.774,-0.576,,
55.110,-0.774,-0.899,-0.652,0.024,-0.689,0.007,-1.430,-0.889,-1.300,1.218,-0.564,-0.165,-0.281,1.199,-0.093,-1.088,-0.857,0.295,-0.885,0.195,-0.933,,,,-1.400,-0.098,-0.695,,,,-0.803,-0.574,-0.855,-0.591,-0.660,0.390,-0.770,-0.583,,
55.120,-0.768,-0.890,-0.651,0.023,-0.688,0.006,-1.430,-0.901,-1.302,1.219,-0.563,-0.165,-0.280,1.174,-0.094,-1.107,-0.831,0.312,-0.864,0.230,-0.886,,,,-1.361,-0.052,-0.698,,,,-0.799,-0.579,-0.849,-0.591,-0.659,0.388,-0.769,-0.595,,
55.130,-0.765,-0.881,-0.652,0.023,-0.688,0.003,-1.429,-0.912,-1.304,1.221,-0.564,-0.168,-0.282,1.129,-0.095,-1.119,-0.804,0.333,-0.839,0.271,-0.844,,,,-1.313,-0.010,-0.691,,,,-0.799,-0.582,-0.845,-0.594,-0.659,0.389,-0.770,-0.610,,
55.140,-0.765,-0.873,-0.654,0.024,-0.691,0.000,-1.429,-0.920,-1.306,1.223,-0.567,-0.172,-0.286,1.072,-0.097,-1.126,-0.782,0.351,-0.815,0.306,-0.799,,,,-1.262,0.019,-0.674,,,,-0.801,-0.582,-0.842,-0.598,-0.661,0.392,-0.773,-0.627,,
55.150,-0.766,-0.864,-0.657,0.026,-0.694,-0.003,-1.428,-0.926,-1.308,1.226,-0.570,-0.171,-0.291,1.014,-0.098,-1.126,-0.765,0.360,-0.796,0.323,-0.741,,,,-1.217,0.030,-0.655,,,,-0.805,-0.581,-0.840,-0.603,-0.663,0.395,-0.776,-0.645,,
55.160,-0.768,-0.857,-0.659,0.026,-0.695,-0.008,-1.428,-0.927,-1.309,1.228,-0.571,-0.162,-0.295,0.965,-0.098,-1.121,-0.754,0.359,-0.786,0.320,-0.666,,,,-1.181,0.024,-0.640,,,,-0.809,-0.579,-0.835,-0.608,-0.665,0.397,-0.778,-0.660,,
55.170,-0.767,-0.852,-0.658,0.026,-0.695,-0.014,-1.428,-0.925,-1.309,1.229,-0.571,-0.147,-0.295,0.938,-0.099,-1.108,-0.751,0.348,-0.788,0.298,-0.575,,,,-1.158,0.009,-0.633,,,,-0.811,-0.577,-0.827,-0.610,-0.664,0.396,-0.777,-0.674,,
55.180,-0.763,-0.848,-0.655,0.023,-0.692,-0.022,-1.428,-0.918,-1.308,1.230,-0.569,-0.130,-0.291,0.938,-0.099,-1.086,-0.752,0.334,-0.800,0.268,-0.479,,,,-1.147,-0.008,-0.631,,,,-0.811,-0.576,-0.817,-0.611,-0.662,0.393,-0.774,-0.686,,
55.190,-0.755,-0.846,-0.652,0.021,-0.688,-0.031,-1.428,-0.909,-1.307,1.231,-0.566,-0.120,-0.283,0.963,-0.100,-1.054,-0.757,0.320,-0.819,0.238,-0.389,,,,-1.146,-0.020,-0.631,,,,-0.810,-0.575,-0.805,-0.610,-0.659,0.389,-0.770,-0.700,,
55.200,-0.746,-0.845,-0.650,0.019,-0.686,-0.040,-1.428,-0.896,-1.306,1.232,-0.564,-0.123,-0.275,1.007,-0.100,-1.012,-0.765,0.310,-0.843,0.215,-0.316,,,,-1.156,-0.024,-0.626,,,,-0.809,-0.575,-0.795,-0.608,-0.657,0.387,-0.768,-0.717,,
55.210,-0.736,-0.843,-0.650,0.019,-0.685,-0.047,-1.428,-0.881,-1.305,1.233,-0.564,-0.143,-0.270,1.058,-0.101,-0.964,-0.778,0.306,-0.868,0.202,-0.267,,,,-1.173,-0.020,-0.615,,,,-0.811,-0.575,-0.787,-0.606,-0.657,0.387,-0.768,-0.736,,
55.220,-0.727,-0.842,-0.652,0.020,-0.687,-0.052,-1.428,-0.865,-1.304,1.234,-0.565,-0.180,-0.269,1.106,-0.102,-0.914,-0.795,0.307,-0.893,0.195,-0.244,,,,-1.196,-0.012,-0.598,,,,-0.814,-0.576,-0.781,-0.604,-0.658,0.390,-0.770,-0.757,,
55.230,-0.720,-0.840,-0.655,0.021,-0.691,-0.056,-1.428,-0.847,-1.304,1.236,-0.568,-0.224,-0.274,1.142,-0.103,-0.869,-0.818,0.310,-0.919,0.190,-0.243,,,,-1.225,-0.003,-0.578,,,,-0.817,-0.575,-0.777,-0.604,-0.661,0.394,-0.773,-0.774,,
55.240,-0.712,-0.840,-0.657,0.023,-0.694,-0.060,-1.429,-0.827,-1.304,1.237,-0.570,-0.266,-0.284,1.168,-0.103,-0.832,-0.848,0.312,-0.947,0.179,-0.260,,,,-1.253,0.004,-0.563,,,,-0.819,-0.575,-0.773,-0.604,-0.662,0.397,-0.776,-0.785,,
55.250,-0.704,-0.842,-0.657,0.022,-0.695,-0.065,-1.429,-0.805,-1.304,1.238,-0.570,-0.297,-0.296,1.190,-0.102,-0.804,-0.881,0.313,-0.977,0.163,-0.289,,,,-1.277,0.010,-0.555,,,,-0.819,-0.575,-0.766,-0.604,-0.662,0.398,-0.776,-0.789,,
55.260,-0.694,-0.845,-0.655,0.020,-0.692,-0.072,-1.429,-0.781,-1.304,1.238,-0.568,-0.310,-0.307,1.216,-0.100,-0.785,-0.916,0.315,-1.008,0.144,-0.325,,,,-1.290,0.019,-0.554,,,,-0.815,-0.576,-0.757,-0.604,-0.660,0.396,-0.774,-0.786,,
55.270,-0.684,-0.850,-0.652,0.017,-0.686,-0.078,-1.429,-0.755,-1.304,1.237,-0.565,-0.305,-0.315,1.255,-0.097,-0.769,-0.950,0.323,-1.037,0.130,-0.368,,,,-1.288,0.038,-0.556,,,,-0.809,-0.576,-0.747,-0.604,-0.658,0.393,-0.771,-0.778,,
55.280,-0.675,-0.855,-0.649,0.015,-0.680,-0.084,-1.429,-0.729,-1.305,1.237,-0.562,-0.285,-0.317,1.309,-0.094,-0.753,-0.979,0.343,-1.062,0.130,-0.419,,,,-1.270,0.072,-0.557,,,,-0.802,-0.576,-0.738,-0.604,-0.655,0.390,-0.768,-0.770,,
55.290,-0.666,-0.859,-0.648,0.014,-0.675,-0.087,-1.429,-0.703,-1.306,1.237,-0.561,-0.254,-0.315,1.377,-0.091,-0.734,-1.003,0.379,-1.079,0.150,-0.480,,,,-1.238,0.123,-0.554,,,,-0.797,-0.576,-0.732,-0.604,-0.654,0.389,-0.767,-0.764,,
55.300,-0.660,-0.861,-0.650,0.015,-0.673,-0.087,-1.430,-0.679,-1.307,1.237,-0.562,-0.217,-0.308,1.451,-0.088,-0.715,-1.021,0.434,-1.091,0.192,-0.552,,,,-1.197,0.193,-0.544,,,,-0.793,-0.575,-0.730,-0.604,-0.655,0.392,-0.769,-0.760,,
55.310,-0.654,-0.860,-0.652,0.018,-0.677,-0.085,-1.431,-0.661,-1.308,1.238,-0.565,-0.177,-0.300,1.525,-0.087,-0.696,-1.034,0.507,-1.097,0.253,-0.636,,,,-1.155,0.279,-0.533,,,,-0.791,-0.576,-0.730,-0.605,-0.657,0.396,-0.771,-0.757,,
55.320,-0.649,-0.858,-0.655,0.021,-0.683,-0.082,-1.432,-0.649,-1.309,1.240,-0.567,-0.132,-0.290,1.594,-0.085,-0.683,-1.043,0.594,-1.101,0.326,-0.733,,,,-1.112,0.377,-0.523,,,,-0.788,-0.577,-0.731,-0.605,-0.659,0.400,-0.773,-0.751,,
55.330,-0.643,-0.855,-0.656,0.023,-0.691,-0.079,-1.433,-0.646,-1.309,1.241,-0.568,-0.081,-0.280,1.658,-0.084,-0.677,-1.048,0.687,-1.105,0.407,-0.840,,,,-1.067,0.481,-0.520,,,,-0.783,-0.579,-0.731,-0.606,-0.660,0.403,-0.772,-0.739,,
55.340,-0.635,-0.853,-0.655,0.023,-0.698,-0.078,-1.433,-0.648,-1.308,1.242,-0.567,-0.025,-0.271,1.723,-0.083,-0.677,-1.048,0.780,-1.110,0.489,-0.953,,,,-1.013,0.587,-0.524,,,,-0.775,-0.581,-0.728,-0.605,-0.659,0.402,-0.769,-0.723,,
55.350,-0.628,-0.853,-0.653,0.022,-0.703,-0.077,-1.432,-0.656,-1.307,1.241,-0.565,0.035,-0.261,1.794,-0.081,-0.679,-1.042,0.870,-1.113,0.573,-1.070,,,,-0.944,0.689,-0.533,,,,-0.765,-0.583,-0.724,-0.605,-0.656,0.398,-0.765,-0.704,,
55.360,-0.623,-0.854,-0.649,0.020,-0.705,-0.077,-1.430,-0.664,-1.305,1.240,-0.562,0.095,-0.251,1.876,-0.080,-0.679,-1.028,0.954,-1.114,0.658,-1.184,,,,-0.852,0.785,-0.542,,,,-0.753,-0.583,-0.721,-0.605,-0.654,0.394,-0.762,-0.685,,
55.370,-0.620,-0.856,-0.648,0.020,-0.704,-0.074,-1.426,-0.671,-1.302,1.239,-0.560,0.151,-0.240,1.966,-0.079,-0.671,-1.005,1.034,-1.110,0.746,-1.291,,,,-0.738,0.873,-0.545,,,,-0.744,-0.582,-0.719,-0.605,-0.652,0.392,-0.762,-0.671,,
55.380,-0.622,-0.858,-0.648,0.021,-0.702,-0.068,-1.424,-0.673,-1.300,1.237,-0.560,0.199,-0.229,2.056,-0.079,-0.654,-0.975,1.112,-1.103,0.837,-1.388,,,,-0.610,0.955,-0.540,,,,-0.736,-0.577,-0.721,-0.605,-0.652,0.392,-0.766,-0.661,,
55.390,-0.628,-0.859,-0.651,0.024,-0.699,-0.059,-1.423,-0.670,-1.299,1.237,-0.562,0.239,-0.218,2.136,-0.080,-0.629,-0.941,1.190,-1.095,0.929,-1.472,,,,-0.481,1.033,-0.529,,,,-0.732,-0.572,-0.727,-0.605,-0.655,0.396,-0.772,-0.655,,
55.400,-0.635,-0.858,-0.654,0.028,-0.694,-0.049,-1.425,-0.663,-1.298,1.237,-0.565,0.273,-0.207,2.196,-0.081,-0.599,-0.909,1.268,-1.091,1.017,-1.544,,,,-0.367,1.110,-0.517,,,,-0.728,-0.566,-0.734,-0.606,-0.657,0.400,-0.779,-0.648,,
55.410,-0.642,-0.856,-0.656,0.031,-0.687,-0.040,-1.431,-0.654,-1.297,1.237,-0.567,0.304,-0.198,2.231,-0.083,-0.571,-0.885,1.344,-1.094,1.097,-1.606,,,,-0.281,1.189,-0.508,,,,-0.723,-0.562,-0.739,-0.606,-0.659,0.402,-0.784,-0.638,,
55.420,-0.646,-0.853,-0.656,0.032,-0.679,-0.033,-1.438,-0.646,-1.296,1.238,-0.567,0.334,-0.190,2.242,-0.084,-0.548,-0.873,1.413,-1.106,1.164,-1.658,,,,-0.229,1.270,-0.505,,,,-0.716,-0.560,-0.741,-0.606,-0.659,0.402,-0.786,-0.621,,
55.430,-0.648,-0.849,-0.653,0.031,-0.670,-0.028,-1.446,-0.641,-1.295,1.238,-0.564,0.361,-0.184,2.238,-0.084,-0.531,-0.873,1.470,-1.126,1.219,-1.703,,,,-0.206,1.350,-0.510,,,,-0.707,-0.560,-0.740,-0.606,-0.657,0.398,-0.784,-0.600,,
55.440,-0.648,-0.845,-0.650,0.030,-0.660,-0.025,-1.452,-0.639,-1.294,1.239,-0.561,0.384,-0.180,2.227,-0.085,-0.520,-0.882,1.509,-1.148,1.263,-1.735,,,,-0.203,1.422,-0.517,,,,-0.698,-0.561,-0.736,-0.606,-0.654,0.393,-0.780,-0.576,,
55.450,-0.646,-0.842,-0.648,0.029,-0.654,-0.022,-1.454,-0.641,-1.293,1.239,-0.559,0.398,-0.178,2.220,-0.085,-0.513,-0.896,1.529,-1.165,1.298,-1.750,,,,-0.208,1.478,-0.522,,,,-0.689,-0.563,-0.733,-0.608,-0.652,0.389,-0.776,-0.555,,
55.460,-0.645,-0.840,-0.648,0.030,-0.651,-0.016,-1.453,-0.645,-1.292,1.239,-0.558,0.401,-0.176,2.220,-0.086,-0.510,-0.907,1.532,-1.173,1.327,-1.742,,,,-0.208,1.511,-0.521,,,,-0.684,-0.565,-0.730,-0.610,-0.652,0.388,-0.775,-0.540,,
55.470,-0.643,-0.839,-0.650,0.033,-0.653,-0.008,-1.449,-0.648,-1.291,1.239,-0.560,0.390,-0.173,2.222,-0.088,-0.509,-0.910,1.520,-1.169,1.351,-1.704,,,,-0.198,1.518,-0.512,,,,-0.683,-0.567,-0.731,-0.612,-0.654,0.390,-0.775,-0.531,,
55.480,-0.641,-0.839,-0.653,0.036,-0.658,0.002,-1.442,-0.649,-1.289,1.239,-0.564,0.370,-0.170,2.219,-0.091,-0.514,-0.901,1.500,-1.156,1.369,-1.636,,,,-0.177,1.498,-0.496,,,,-0.683,-0.569,-0.733,-0.613,-0.657,0.394,-0.776,-0.527,,
55.490,-0.637,-0.839,-0.656,0.039,-0.664,0.010,-1.435,-0.648,-1.288,1.239,-0.567,0.344,-0.166,2.199,-0.093,-0.526,-0.882,1.476,-1.138,1.379,-1.544,,,,-0.152,1.458,-0.479,,,,-0.684,-0.572,-0.736,-0.612,-0.659,0.398,-0.775,-0.523,,
55.500,-0.630,-0.840,-0.656,0.040,-0.667,0.015,-1.429,-0.644,-1.287,1.239,-0.568,0.315,-0.163,2.156,-0.096,-0.545,-0.857,1.451,-1.120,1.381,-1.437,,,,-0.130,1.406,-0.463,,,,-0.684,-0.578,-0.737,-0.610,-0.660,0.399,-0.771,-0.516,,
55.510,-0.620,-0.842,-0.655,0.039,-0.666,0.013,-1.425,-0.639,-1.286,1.239,-0.566,0.284,-0.163,2.085,-0.099,-0.570,-0.829,1.426,-1.108,1.372,-1.328,,,,-0.120,1.347,-0.452,,,,-0.681,-0.586,-0.735,-0.606,-0.658,0.396,-0.764,-0.504,,
55.520,-0.608,-0.846,-0.652,0.036,-0.659,0.007,-1.422,-0.633,-1.285,1.239,-0.563,0.252,-0.169,1.991,-0.101,-0.598,-0.806,1.399,-1.103,1.354,-1.228,,,,-0.125,1.287,-0.445,,,,-0.677,-0.596,-0.732,-0.601,-0.655,0.391,-0.754,-0.489,,
55.530,-0.597,-0.850,-0.649,0.034,-0.648,-0.003,-1.420,-0.628,-1.284,1.238,-0.560,0.214,-0.182,1.883,-0.103,-0.622,-0.791,1.366,-1.104,1.328,-1.144,,,,-0.150,1.224,-0.439,,,,-0.674,-0.607,-0.729,-0.597,-0.653,0.386,-0.743,-0.474,,
55.540,-0.587,-0.856,-0.647,0.033,-0.636,-0.013,-1.415,-0.623,-1.283,1.238,-0.559,0.169,-0.202,1.775,-0.105,-0.640,-0.788,1.323,-1.109,1.293,-1.072,,,,-0.196,1.157,-0.431,,,,-0.673,-0.617,-0.727,-0.594,-0.651,0.383,-0.734,-0.464,,
55.550,-0.581,-0.862,-0.648,0.034,-0.624,-0.020,-1.408,-0.620,-1.282,1.238,-0.560,0.115,-0.224,1.681,-0.108,-0.647,-0.797,1.270,-1.116,1.250,-1.009,,,,-0.262,1.082,-0.421,,,,-0.676,-0.627,-0.728,-0.593,-0.652,0.384,-0.727,-0.461,,
55.560,-0.578,-0.869,-0.651,0.037,-0.615,-0.022,-1.399,-0.618,-1.281,1.238,-0.563,0.056,-0.246,1.611,-0.111,-0.646,-0.817,1.207,-1.125,1.198,-0.946,,,,-0.348,0.997,-0.409,,,,-0.682,-0.637,-0.731,-0.593,-0.655,0.388,-0.723,-0.466,,
55.570,-0.577,-0.876,-0.654,0.040,-0.609,-0.021,-1.389,-0.616,-1.280,1.239,-0.566,-0.006,-0.262,1.570,-0.114,-0.639,-0.846,1.138,-1.135,1.138,-0.877,,,,-0.449,0.907,-0.398,,,,-0.688,-0.646,-0.735,-0.595,-0.658,0.393,-0.718,-0.475,,
55.580,-0.577,-0.884,-0.655,0.042,-0.604,-0.017,-1.380,-0.614,-1.278,1.239,-0.568,-0.065,-0.270,1.557,-0.116,-0.630,-0.880,1.068,-1.148,1.074,-0.803,,,,-0.562,0.819,-0.392,,,,-0.693,-0.657,-0.736,-0.596,-0.659,0.396,-0.711,-0.485,,
55.590,-0.576,-0.893,-0.655,0.042,-0.599,-0.013,-1.373,-0.610,-1.277,1.238,-0.568,-0.117,-0.271,1.565,-0.117,-0.624,-0.917,1.006,-1.164,1.009,-0.732,,,,-0.677,0.743,-0.391,,,,-0.695,-0.669,-0.736,-0.598,-0.659,0.395,-0.702,-0.492,,
55.600,-0.574,-0.903,-0.652,0.040,-0.593,-0.011,-1.370,-0.603,-1.276,1.238,-0.565,-0.160,-0.267,1.581,-0.117,-0.622,-0.952,0.957,-1.182,0.953,-0.671,,,,-0.785,0.690,-0.397,,,,-0.693,-0.682,-0.733,-0.600,-0.656,0.390,-0.690,-0.497,,
55.610,-0.573,-0.913,-0.649,0.037,-0.587,-0.010,-1.372,-0.593,-1.275,1.238,-0.561,-0.194,-0.262,1.591,-0.116,-0.623,-0.981,0.926,-1.199,0.913,-0.631,,,,-0.878,0.662,-0.407,,,,-0.689,-0.695,-0.729,-0.602,-0.653,0.383,-0.677,-0.501,,
55.620,-0.574,-0.923,-0.647,0.035,-0.581,-0.011,-1.376,-0.579,-1.275,1.238,-0.558,-0.220,-0.263,1.586,-0.115,-0.627,-1.001,0.916,-1.210,0.893,-0.616,,,,-0.949,0.660,-0.418,,,,-0.685,-0.706,-0.726,-0.606,-0.650,0.378,-0.667,-0.506,,
55.630,-0.578,-0.933,-0.647,0.034,-0.577,-0.011,-1.382,-0.563,-1.276,1.238,-0.558,-0.240,-0.270,1.558,-0.114,-0.633,-1.009,0.923,-1.212,0.895,-0.624,,,,-0.994,0.677,-0.427,,,,-0.684,-0.717,-0.726,-0.612,-0.650,0.377,-0.659,-0.514,,
55.640,-0.583,-0.943,-0.649,0.036,-0.577,-0.011,-1.387,-0.547,-1.277,1.238,-0.561,-0.254,-0.284,1.512,-0.115,-0.641,-1.005,0.946,-1.204,0.913,-0.646,,,,-1.018,0.704,-0.435,,,,-0.685,-0.725,-0.729,-0.620,-0.652,0.381,-0.655,-0.524,,
55.650,-0.588,-0.952,-0.653,0.039,-0.579,-0.009,-1.390,-0.534,-1.279,1.238,-0.565,-0.260,-0.300,1.456,-0.115,-0.654,-0.989,0.978,-1.188,0.939,-0.672,,,,-1.025,0.734,-0.442,,,,-0.687,-0.732,-0.732,-0.629,-0.655,0.388,-0.652,-0.535,,
55.660,-0.592,-0.961,-0.655,0.042,-0.583,-0.008,-1.390,-0.525,-1.280,1.238,-0.569,-0.259,-0.313,1.407,-0.115,-0.675,-0.965,1.015,-1.168,0.965,-0.694,,,,-1.022,0.763,-0.452,,,,-0.689,-0.739,-0.735,-0.638,-0.658,0.394,-0.649,-0.542,,
55.670,-0.592,-0.970,-0.655,0.043,-0.584,-0.007,-1.387,-0.520,-1.281,1.238,-0.569,-0.252,-0.318,1.380,-0.115,-0.703,-0.937,1.054,-1.148,0.985,-0.708,,,,-1.015,0.791,-0.465,,,,-0.690,-0.746,-0.736,-0.647,-0.658,0.395,-0.644,-0.541,,
55.680,-0.589,-0.978,-0.653,0.042,-0.582,-0.008,-1.384,-0.519,-1.281,1.237,-0.567,-0.242,-0.310,1.388,-0.113,-0.739,-0.910,1.094,-1.133,0.999,-0.717,,,,-1.008,0.822,-0.481,,,,-0.688,-0.753,-0.733,-0.655,-0.656,0.390,-0.637,-0.532,,
55.690,-0.584,-0.987,-0.650,0.040,-0.575,-0.009,-1.381,-0.520,-1.281,1.236,-0.561,-0.233,-0.290,1.434,-0.111,-0.778,-0.887,1.134,-1.125,1.010,-0.727,,,,-1.002,0.862,-0.498,,,,-0.685,-0.759,-0.729,-0.664,-0.653,0.381,-0.630,-0.514,,
55.700,-0.580,-0.994,-0.647,0.038,-0.565,-0.011,-1.381,-0.520,-1.280,1.236,-0.555,-0.229,-0.262,1.514,-0.109,-0.815,-0.872,1.178,-1.123,1.023,-0.743,,,,-0.996,0.912,-0.512,,,,-0.682,-0.764,-0.726,-0.673,-0.650,0.370,-0.624,-0.494,,
55.710,-0.578,-1.000,-0.646,0.038,-0.554,-0.011,-1.384,-0.518,-1.280,1.237,-0.551,-0.233,-0.229,1.614,-0.107,-0.845,-0.866,1.224,-1.126,1.044,-0.766,,,,-0.992,0.973,-0.523,,,,-0.681,-0.767,-0.725,-0.682,-0.649,0.363,-0.622,-0.474,,
55.720,-0.580,-1.005,-0.648,0.039,-0.544,-0.010,-1.389,-0.512,-1.279,1.238,-0.550,-0.241,-0.198,1.722,-0.106,-0.867,-0.869,1.272,-1.133,1.074,-0.791,,,,-0.991,1.038,-0.528,,,,-0.682,-0.768,-0.727,-0.693,-0.650,0.362,-0.623,-0.459,,
55.730,-0.584,-1.009,-0.651,0.042,-0.536,-0.008,-1.395,-0.502,-1.279,1.239,-0.552,-0.250,-0.171,1.824,-0.106,-0.881,-0.879,1.319,-1.141,1.109,-0.811,,,,-0.996,1.101,-0.529,,,,-0.686,-0.766,-0.730,-0.704,-0.653,0.369,-0.626,-0.448,,
55.740,-0.588,-1.011,-0.655,0.045,-0.532,-0.006,-1.401,-0.491,-1.280,1.241,-0.556,-0.251,-0.148,1.914,-0.106,-0.891,-0.897,1.359,-1.151,1.141,-0.818,,,,-1.007,1.155,-0.530,,,,-0.689,-0.764,-0.734,-0.714,-0.656,0.380,-0.630,-0.441,,
55.750,-0.589,-1.013,-0.656,0.046,-0.529,-0.005,-1.405,-0.480,-1.280,1.242,-0.561,-0.239,-0.130,1.994,-0.107,-0.901,-0.921,1.389,-1.165,1.164,-0.809,,,,-1.027,1.195,-0.531,,,,-0.690,-0.762,-0.736,-0.724,-0.658,0.392,-0.633,-0.433,,
55.760,-0.589,-1.015,-0.655,0.046,-0.525,-0.006,-1.407,-0.470,-1.280,1.243,-0.566,-0.212,-0.115,2.071,-0.106,-0.915,-0.949,1.404,-1.182,1.173,-0.786,,,,-1.051,1.220,-0.536,,,,-0.689,-0.760,-0.734,-0.732,-0.656,0.400,-0.634,-0.422,,
55.770,-0.586,-1.016,-0.652,0.045,-0.520,-0.008,-1.406,-0.463,-1.279,1.243,-0.570,-0.170,-0.099,2.153,-0.105,-0.934,-0.981,1.405,-1.202,1.167,-0.757,,,,-1.078,1.234,-0.542,,,,-0.686,-0.758,-0.731,-0.739,-0.653,0.402,-0.633,-0.407,,
55.780,-0.583,-1.016,-0.648,0.043,-0.513,-0.010,-1.405,-0.458,-1.279,1.242,-0.574,-0.120,-0.083,2.242,-0.103,-0.957,-1.014,1.395,-1.225,1.153,-0.733,,,,-1.104,1.239,-0.549,,,,-0.682,-0.756,-0.726,-0.745,-0.650,0.399,-0.632,-0.390,,
